講義コード,講義名,講義名（英語）,科目種別コード,科目コード,科目名,分野系列コード,分野系列名,単位数,講義期間コード,講義期間,履修年度,開講所属コード,開講所属
25534723,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25534724,情報科学Ⅰ（英語）,Information ScienceⅠ,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25534725,情報科学Ⅱ（英語）,Information ScienceⅡ,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25534741,Current Issues in Japan: A Global Perspective,Current Issues in Japan: A Global Perspective,,,,015720,オープン科目,2,20,後期,2025,001,基幹教育科目
25534742,Two Murakami,Two Murakami,,,,015720,オープン科目,2,20,後期,2025,001,基幹教育科目
25534744,専門英語（Ⅰ）,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534745,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534746,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534747,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534748,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534749,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534750,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534751,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534752,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534753,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,23,秋学期,2025,001,基幹教育科目
25534754,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,23,秋学期,2025,001,基幹教育科目
25534755,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,23,秋学期,2025,001,基幹教育科目
25534756,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,24,冬学期,2025,001,基幹教育科目
25534757,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,24,冬学期,2025,001,基幹教育科目
25534758,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,24,冬学期,2025,001,基幹教育科目
25534760,ドイツ語ⅡA,GermanⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534761,ドイツ語ⅡB,GermanⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534762,ドイツ語ⅡB,GermanⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534763,フランス語ⅡA,French ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534764,フランス語ⅡB,French ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534765,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534766,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534767,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534768,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534769,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534770,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534771,韓国語ⅡA,Korean ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534772,韓国語ⅡB,Korean ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534773,韓国語ⅡB,Korean ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534774,スペイン語ⅡA,Spanish ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534775,スペイン語ⅡB,Spanish ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534776,スペイン語ⅡB,Spanish ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534780,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25534781,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25534782,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25534783,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2025,001,基幹教育科目
25534784,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2025,001,基幹教育科目
25534785,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2025,001,基幹教育科目
25534815,情報科学Ⅰ,Information ScienceⅠ,,,,015500,理系ディシプリン科目,1,23,秋学期,2025,001,基幹教育科目
25534816,情報科学Ⅱ,Information ScienceⅡ,,,,015500,理系ディシプリン科目,1,24,冬学期,2025,001,基幹教育科目
25534844,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534845,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534846,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534847,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534848,学術英語・アカデミックライティング,Academic English: Academic Writing,,,,015301,言語文化基礎科目,1,20,後期,2025,001,基幹教育科目
25534880,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25534881,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25534882,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2025,001,基幹教育科目
25534883,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2025,001,基幹教育科目
25534884,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2025,001,基幹教育科目
25534885,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2025,001,基幹教育科目
25534941,臨床イメージング,Clinical Imaging,,,,015800,高年次基幹教育科目,1,24,冬学期,2025,001,基幹教育科目
25534961,教育テスト論,Test Theory of Education,,,,015710,フロンティア科目,2,20,後期,2025,001,基幹教育科目
25534962,先進的植物生産システム概論Ⅰ,An introduction to advanced crop production systems Ⅰ,,,,015710,フロンティア科目,1,23,秋学期,2025,001,基幹教育科目
25534963,先進的植物生産システム概論Ⅱ,An introduction to advanced crop production systems Ⅱ,,,,015710,フロンティア科目,1,24,冬学期,2025,001,基幹教育科目
25535001,芸術学入門,Introduction to Art Studies,,,,015400,文系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25535015,入門線形代数Ⅰ,Introduction to Linear Algebra Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535016,入門線形代数Ⅰ,Introduction to Linear Algebra Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535017,入門線形代数Ⅱ,Introduction to Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535018,入門線形代数Ⅱ,Introduction to Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535019,身の回りの化学,Chemistry in Daily Life,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535020,身の回りの化学,Chemistry in Daily Life,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535021,無機物質化学Ⅰ,Elementary Inorganic ChemistryⅠ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535022,無機物質化学Ⅱ,Elementary Inorganic ChemistryⅡ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535023,生命の科学Ｂ,Science of Life B,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535024,生命の科学Ｂ,Science of Life B,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535025,細胞生物学,Basic Cell Biology,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25535026,図形科学Ⅰ,Graphic Science Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535027,図形科学Ⅰ,Graphic Science Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535028,図形科学Ⅱ,Graphic Science Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535029,図形科学Ⅱ,Graphic Science Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535030,世界建築史概論,Introduction to History of World Architecture,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535031,日本建築史概論,Introduction to History of Japanese Architecture,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535032,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535033,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535034,実験で学ぶ自然科学,Experimental approach to Natural Science,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535035,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535044,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535045,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535046,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535047,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535080,身体運動科学実習ⅢA,Practice of Exercise and Sport Science ⅢＡ,,,,015600,健康・スポーツ科目,0.5,13,春学期,2025,001,基幹教育科目
25535081,身体運動科学実習ⅢB,Practice of Exercise and Sport Science ⅢＢ,,,,015600,健康・スポーツ科目,0.5,14,夏学期,2025,001,基幹教育科目
25535082,身体運動科学実習ⅣA,Practice of Exercise and Sport Science ⅣＡ,,,,015600,健康・スポーツ科目,0.5,13,春学期,2025,001,基幹教育科目
25535083,身体運動科学実習ⅣB,Practice of Exercise and Sport Science ⅣＢ,,,,015600,健康・スポーツ科目,0.5,14,夏学期,2025,001,基幹教育科目
25535084,身体運動科学実習ⅡＡ,Practice of Exercise and Sport Science ⅡＡ,,,,015600,健康・スポーツ科目,0.5,13,春学期,2025,001,基幹教育科目
25535085,身体運動科学実習ⅡＢ,Practice of Exercise and Sport Science ⅡＢ,,,,015600,健康・スポーツ科目,0.5,14,夏学期,2025,001,基幹教育科目
25535101,教育基礎学入門,Introdution to Fundamentals of Educational Studies,,,,015400,文系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535102,現代教育学入門,Introdution to Contemporary Education,,,,015400,文系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535103,政治学入門,Introduction to Politics,,,,015400,文系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25535115,入門線形代数Ⅰ,Introduction to Linear Algebra Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535116,入門線形代数Ⅱ,Introduction to Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535117,基礎生化学Ⅰ,Fundamental Biochemistry Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535118,基礎生化学Ⅱ,Fundamental Biochemistry Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535119,無機物質化学Ⅰ,Elementary Inorganic ChemistryⅠ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535120,無機物質化学Ⅱ,Elementary Inorganic ChemistryⅡ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535144,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535145,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535146,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535147,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535148,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535149,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535150,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535151,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535152,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535153,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535154,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535155,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535156,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535157,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535158,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535159,学術英語・テーマベース,Academic English: Theme-Based,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535160,ドイツ語ⅠA,GermanⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535161,ドイツ語ⅠB,GermanⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535162,フランス語ⅠA,French ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535163,フランス語ⅠB,French ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535164,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535165,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535166,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535167,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535168,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535169,韓国語ⅠA,Korean ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535170,韓国語ⅠB,Korean ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535171,韓国語ⅠB,Korean ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535172,スペイン語ⅠB,Spanish ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535173,スペイン語ⅠA,Spanish ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535180,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535181,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535182,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535201,サイバーセキュリティ基礎論,Primary Course of Cyber Security - How to Survive  the Cyber,,,,015900,サイバーセキュリティ科目,1,13,春学期,2025,001,基幹教育科目
25535202,サイバーセキュリティ基礎論,Primary Course of Cyber Security - How to Survive  the Cyber,,,,015900,サイバーセキュリティ科目,1,13,春学期,2025,001,基幹教育科目
25535215,線形代数学Ⅰ,Linear Algebra Ⅰ,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25535216,線形代数学Ⅰ,Linear Algebra Ⅰ,,,,015500,理系ディシプリン科目,2,10,前期,2025,001,基幹教育科目
25535217,入門線形代数Ⅰ,Introduction to Linear Algebra Ⅰ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535218,入門線形代数Ⅱ,Introduction to Linear Algebra Ⅱ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535219,無機物質化学Ⅰ,Elementary Inorganic ChemistryⅠ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535220,プログラミング演習(C),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535221,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535222,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535223,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535224,プログラミング演習(P),Computer Programming Exercise,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535225,情報科学Ⅰ,Information ScienceⅠ,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535226,情報科学Ⅱ,Information ScienceⅡ,,,,015500,理系ディシプリン科目,1,14,夏学期,2025,001,基幹教育科目
25535227,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,13,春学期,2025,001,基幹教育科目
25535244,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535245,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535246,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535247,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535248,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,13,春学期,2025,001,基幹教育科目
25535249,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535250,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535251,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535252,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535253,学術英語・アカデミックリテラシー,Academic English: Academic Literacy,,,,015301,言語文化基礎科目,1,14,夏学期,2025,001,基幹教育科目
25535254,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535255,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535256,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535257,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535258,学術英語・インタラクション,Academic English: Interaction,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535259,ドイツ語ⅠA,GermanⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535260,ドイツ語ⅠB,GermanⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535261,フランス語ⅠA,French ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535262,フランス語ⅠB,French ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535263,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535264,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535265,中国語ⅠA,Chinese ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535266,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535267,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535268,中国語ⅠB,Chinese ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535269,韓国語ⅠA,Korean ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535270,韓国語ⅠB,Korean ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535271,韓国語ⅠB,Korean ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535272,スペイン語ⅠB,Spanish ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535273,スペイン語ⅠA,Spanish ⅠA,,,,015301,言語文化基礎科目,1,10,前期,2025,001,基幹教育科目
25535280,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535281,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535282,健康・スポーツ科学演習,Laboratory of Health and Sport Science,,,,015600,健康・スポーツ科目,1,10,前期,2025,001,基幹教育科目
25535301,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535302,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535303,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535304,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535305,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535306,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535307,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535308,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535309,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535310,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535311,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535312,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535313,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535314,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535315,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535316,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535317,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535318,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535319,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535320,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535321,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535322,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535323,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535324,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535325,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535326,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535327,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
25535328,基幹教育セミナー,KIKAN Education Seminar,,,,015100,基幹教育セミナー,1,14,夏学期,2025,001,基幹教育科目
